newsid,title,text,label
186,Corona-Virus hits Britain as two are infected,"Two people in England have been diagnosed with the Wuhan coronavirus and are being treated in Newcastle.
The patients are members of the same family and are the first people in England to be diagnosed with it on British soil.
They did not fly back to the UK on the Government’s evacuation flight, which is scheduled to land in Oxfordshire at around 1 pm this afternoon. Until today, at least 161 people had tested negative for the virus in the UK but none had been diagnosed with it.
The infection makes England the 23rd country or territory outside of China to declare cases of the infection. It did, however, confirm that they are not in Wirral, Merseyside, where people being evacuated from the centre of the outbreak will be quarantined later today.
The patients are likely to be at the Royal Victoria Hospital in Newcastle, which is one of only four hospitals in the country equipped to deal with infectious patients like this.",REAL
453,IMR created reagent to handle 2019-nCoV outbreak ahead of the WHO,"The Institute of Medical Research’s (IMR) had created a reagent to handle the novel Coronavirus (2019-nCoV) outbreak, a week before the World Health Organisation (WHO) created a similar protocol.
Health Ministry director-general Datuk Dr Noor Hisham Abdullah said the reagent, a substance or mixture for use in chemical analysis, was developed by IMR’s Virology Unit.
He said in the beginning, the IMR was the Health Ministry’s sole laboratory that was directly involved in conducting 2019-nCoV diagnostic tests.
“This unit has been on standby since Jan 3 to face potential spread of the 2019-nCoV in Malaysia, where the reagents were used to detect coronavirus using the Conventional RT-PCR method.
“On Jan 11, scientists from China shared 2019-nCoV genetic information on the virus, which enabled officers from the IMR Virology unit to develop a series of reagents named ‘primers and probes specific for 2019-nCoV’ on the same day.
“Several days later, WHO released its own protocol for real-time RT-PCR 2019-nCoV tests, and this protocol was almost similar to the one being used at the IMR,” he said in a statement today.
Dr Noor Hisham said the reagent to identify the 2019-nCoV virus arrived at IMR’s lab on Jan 21.
The following day, officers from IMR successfully conducted real time RT-PCR 2019-nCoV optimisation tests and was then handed to the National Public Health Laboratory at Sungai Buloh Hospital on Jan 24 to test the contact sample from Johor, he said.
The IMR, he added, also conducted training for real time RT-PCR tests at 12 hospitals and health labs in Ipoh, Kota Kinabalu, Kota Baru and Johor Baru.
“Every day, including on public holidays, on call staff will be ready to receive samples from hospital as early as 7am and will conduct tests and ensure results are out within 24 hours.
“Most of the time they have managed to provide us with the results well ahead of 24 hours.”
Dr Noor Hisham said only staff who had completed a competency test and were trained to properly wear Personal Protective Equipment were allowed to conduct the tests.
Meanwhile, the Health Ministry had also denied rumours circulating via Whatsapp that there were 2019-nCoV cases in Mid Valley Megamall and Sunway Hospital Cheras.
“Do not share or spread this fake news,” it advised on its Facebook page. ",REAL
660,CDC Expedites Request Process Public Health Emergency Preparedness (PHEP) Cooperative Agreement Funds during 2019-nCoV Response,"CDC has reduced the normal 30-day request process to one to three business days for urgent requests.
The Division of State and Local Readiness (DSLR) has partnered with CDC’s Office of Grants Services (OGS) to develop a fast-track approval method that enables jurisdictions to request the use of Public Health Emergency Preparedness (PHEP) cooperative agreement funds for the rapid procurement of services, supplies, and equipment needed during the current 2019 Novel Coronavirus (2019-nCoV) emergency response.
As outlined in the 2019-2024 PHEP notice of funding opportunity (NOFO), PHEP cooperative agreement funding is intended primarily to support preparedness activities that help ensure state and local public health departments are prepared to prevent, detect, respond to, mitigate, and recover from a variety of public health threats. However, upon written request by a recipient, PHEP funds may, on a limited, case-by-case basis, be used to support response efforts if the activities fall within those authorized by the PHEP’s statutory authority, Section 319C-1 of the Public Health Service Act, the PHEP NOFO, and the terms and conditions of the PHEP notice of award. The activities also must support progress toward achieving CDC’s 15 public health preparedness and response capabilities and demonstrating related operational readiness.
Use of PHEP funds during an emergency response must be for activities within the approved scope of work in the PHEP recipient’s work plans for the current budget period. However, it is not uncommon that emergency response activities may constitute a change in scope, as they are not part of previously approved recipient work plans or subsequent budget redirections.
If recipients propose to use PHEP funds for response activities that are outside the approved scope of work, then recipients must identify this change in their request so that they can obtain specific prior approval from CDC to undertake these change-in-scope activities. Based on the request, the approval process may include both a budget redirection and a change in the scope of activities.
Prior approval by the CDC grants management officer (GMO) is required for a change in scope under any award, regardless of whether there is an associated budget revision. Expedited Process to Request Use of PHEP Funds for Response
Recipients must send an e-mail to both the CDC OGS grants management officer (GMO) and the assigned PHEP specialist with the following required information: Justification for use of funds and how the recipient plans to conduct various tasks as part of a comprehensive work plan activity. If a change in scope is known or anticipated, a justification for the change in scope of the work plan. Estimated amount of funds to be redirected, if any. Which PHEP award the action is associated with (TP17-1701 No-cost Extension or TP19-1901). Budget category. If redirection is necessary, requests should indicate from which budget category funds will be redirected and to which category they will be redirected. Description of the activities, such as the exercise goals and objectives, identified capabilities to be tested, or inclusion of at-risk individuals. For example: A statement on how the use of PHEP funds in this event will enable the testing of emergency plans and protocols. A description of how activities to be performed will be consistent with CDC guidance for mitigating risk to at-risk individuals. Statement confirming that results of the exercise or incident will be documented in a formal after-action report (AAR) and improvement plan (IP) and submitted to CDC. Statement demonstrating how a delay in approval or disapproval of the request would result in serious injury to citizens or financial or other adverse public impact.
Following the PHEP specialist’s review of the request, OGS will issue its final determination within one to three business days and email the recipient to let the jurisdiction know whether CDC has approved the request to use PHEP funds for emergency response activities. If the request is approved, the email will serve as the recipient’s authorization to use funds.
OGS will upload the authorizing email into GrantSolutions. The recipient must submit a revised budget and a revised work plan within 30 days from the date of the OGS email authorizing the use of PHEP funds for emergency response activities.",REAL
831,Corona virus fear spreads to Northern Europe,"A 32-year-old woman from Wuhan in China was detected with corona virus at a regional hospital in Rovaniemi recently.
“It was expected that cases brought by tourists would also be found in Finland. The risk of the spreading of the disease in Finland is very small and, consequently, people should not be worried,” said Mika Salminen, Director at the Finnish Institute for Health and Welfare.
Saariselkä, which is a three-hour’s drive north of Rovaniemi, is a popular ski- and snow-games resort seeing thousands of tourists from China every winter.
Chinese tourists comprise the largest group among foreign visitors to Lapland. Many more travel to the winter resorts further north, like Saariselkä.
The woman detected with corona virus is currently isolated at the hospital in Rovaniemi, and 24 others are potentially exposed to the virus. Some of the people in the group traveling with the woman are under observation at the same hospital.
 In direct spending, Tempe tourism generated $851.5 million.",REAL
187,We are ready for Corona virus should it arrive ,"We are ready for Corona virus should it arrive – SA Health Dept We are ready for Corona virus should it arrive – SA Health Dept Alex Rose-Innes So far, South Africa had not any reported cases of the corona virus, but the Department of Health, the National Institute for Communicable Diseases and South African airports are on high alert. With the 5th case of Corona Virus now being confirmed in the US, all role players are in a state of high alert according to the National Department of Health.
Screening of travelers, especially those arriving from destinations in Asia, had been intensified at South African ports of entry following the outbreak the deadly Corona virus in China. In South Africa, OR Tambo and Cape Town International Airports are the only ports of entry with direct flights from Asia.
The first cases of infection were picked up in early January 2020 in Wuhan, China and since then more than 80 people have died. since then, infections had been positivey identified in the US, Canada, France, Germany, Japan, Thailand, Malaysia, Nepal and Sri Lanka.
In a statement released by the National Department of Health on 23 January, measures had been put in place to “detect, manage and contain any cases” of the virus.
The statement of the Health Department set out specific clinical guidelines and case definitions and distributed to doctors and nurses in both the public and private sectors. In addition, various provinces had activated outbreak response teams and are on high alert to detect and manage inadvertent cases that may arrive in the country, the department statement reads.
“The guidelines include guidance on what samples to collect to confirm the diagnosis, how to best manage the cases clinically and prevent spreading the virus to others while the diagnosis is being made,” senior communications manager at the NICD, Sinenhlanhla Jimoh, said.
Tlali Tlali, South African Airways (SAA) spokesperson, told Daily Maverick that flights from Asia were still arriving, but said they were highly prepared to deal with any passengers returning to the country who could have contracted the virus. thermal scanners at airports can pick up travelers with a fever of 38 and more. If an alert is raised, several other steps would be taken to determine the passenger’s condition. This includes providing authorities with a detailed travel history and a medical examination at the airport’s health facility. Passengers with potential infection would be placed in a quarantine room before being sent to a designated hospital. Airports Company South Africa (ACSA) said it was in contact with global health authorities regarding the risk that the virus could pose.
There are now 3 000 confirmed infections of the disease globally.",REAL
820,Baby Aged 30-Months Diagnosed of Corona Virus,"Two Cases Of Lassa Fever Confirmed In Katsina State
The baby’s mother tested positive before she gave birth. It is unclear how the disease was transmitted – in the womb, or after birth.
Only a handful of children have come down with the virus, which has killed 565 people and infected 28,018.
All but one of the deaths were in China.
State media outlet Xinhua reported news of the infection late on Wednesday.
It added that the baby, who weighed 3.25kg at birth (7lbs 2oz), was now in a stable condition and under observation.
Medical experts say it could be a case where the infection was contracted in the womb.
“This reminds us to pay attention to mother-to-child being a possible route of coronavirus transmission,” chief physician of Wuhan Children Hospital’s neonatal medicine department, Zeng Lingkong, told Reuters.
But it is also possible that the baby was infected after birth from having close contact with the mother.
“It’s quite possible that the baby picked it up very conventionally – by inhaling virus droplets that came from the mother coughing,” Stephen Morse, an epidemiologist at the Mailman School of Public Health at Columbia University, told Business Insider.
Very few children have tested positive in this recent outbreak, which is consistent with other coronavirus outbreaks in recent history including Sars and Mers.
A report by the Journal of the American Medical Association (JAMA) said the median age of patients for the current outbreak is between 49 and 56 years, adding that cases in children “have been rare”.
Similarly, during the Mers outbreak in 2016, the World Journal of Clinical Paediatrics said the virus was rare in children, though it added that the “reason for [this] low prevalence is not known”.
A six-month old baby in Singapore is known to have tested positive for the new coronavirus, as well as an eight-year-old from Wuhan who is currently in Australia.
The virus has spread overseas, with 25 nations confirming a total of 191 cases, although there has so far been only two deaths outside mainland China.
The coronavirus causes severe acute respiratory infection and symptoms usually start with a fever, followed by a dry cough. Most people infected are likely to fully recover – just as they would from a flu.",REAL
692,‘Safety measures are in place amid corona virus’- Air Namibia,"Air Namibia this week gave assurance that they are complying with all safety measures put in place at all their departing and arriving destinations in order to prevent the spread of the corona virus.
“We have created awareness within the organisation on how our ground staff and crew can handle the situation. Preventative and control measures are strengthened at all levels of our operation,” Air Namibia spokesperson, Twakulilwa Kayofa said.
Kayofa said the airline monitors the developments regarding the corona virus in liaison with the Ministry of Health and Social Services.
According to international media, more than 185 cases of the coronavirus have been confirmed in over 25 places worldwide, prompting countries and airlines to place varying levels of travel restrictions on people travelling to and from China.",REAL
75,Corona virus epidemic,"Coronaviruses are common throughout the world. They can infect people and animals. A novel (new) coronavirus that was first identified in Wuhan, Hubei Province, China, has been identified in a growing number of other international locations , including the United States . The actual number of cases in mainland China is likely much higher than that reported to date. According to some estimates , there to be around 58,000 cumulative cases in mainland China by the end of January (as of January 31, the reported cases are close to 12,000). The disease situation changes so rapidly, these numbers are outdated. The total case number today is closer to 30,000 with close to 600 deaths. Any discrepancy in the numbers is likely due to reporting delays. Also, the majority of the cases may be mild (or asymptomatic), do not require seeking medical care, and thus are not reported. The good news is that the death rate did not increase and remains at about 2 %.
Following the above reasoning, it should be expected that there are (and have been) already many cases in other countries, but these may be ""indeterminate"" and hopefully mild or asymptomatic. Could many cases have been previously diagnosed as ""common"" influenza, or another viral pneumonia, for instance. This is a complex issue, indeed.
As for more detailed medical/microbial/Immuno/etc. information, there is a proliferation now, and some are quite good, impressively rapid in what people have been able to produce in the short time frame of mainly early to late January. Some are not so reliable, mostly where there are claims regarding origins and transmissions.",REAL
302,"2 Russians flee corona virus quarantine, in dismay at hospitals","2 Russians flee corona virus quarantine, in dismay at hospitals By Print A medical staffer works with test systems for the diagnosis of coronavirus, at the Krasnodar Center for Hygiene and Epidemiology microbiology lab in Krasnodar, Russia, Tuesday, Feb. 4, 2020. Russia has closed its land border with China and suspended most train traffic between the countries. 
 One patient jumped out of a hospital window to escape her quarantine and another managed to break out by disabling an electronic lock.
Two Russian women who were kept in isolation for possible inflection by a new virus say they fled from their hospitals this month because of uncooperative doctors, poor conditions and fear they would become infected. Russian health authorities haven’t commented on their complaints.
The incidents occurred amid the outbreak of the virus in China that has already infected more than 40,000 people worldwide. In Russia, only two cases of COVID-19 have been reported. Nevertheless, the authorities took vast measures to prevent the new disease from spreading and hospitalized hundreds of people who returned from China as a precaution.
Many of those quarantined in different Russian hospitals complained about dire conditions of isolation rooms and lack of cooperation from doctors, uncertain about quarantine protocols.
Both women said their hospital ordeals began after returning from Hainan, a tropical region of China popular with Russian tourists.
In a lengthy account on Instagram published Friday, a woman with the screen name of GuzelNeder said her son came down with a cough and a fever of 37.3 C (99.2 F) four days after the family’s return to their home in the city of Samara. She called emergency services, who diagnosed the boy as having a viral respiratory infection and who said the mother and the son must go to a hospital for coronavirus tests.
The hospital promised test results within three days, then extended it to five, she said, and meanwhile the boy responded to treatment with medication and an inhalator, she wrote. When she tried to press for results, hospital personnel obstructed her, she said.
Meanwhile, she had become concerned about lax procedures in the hospital, saying that some medical personnel came to the isolation area without masks or threw their protective clothing on the floor.
Her anxiety soared on the fifth day, when she began to feel badly. She asked her husband to bring her a home pregnancy test, and “after two minutes of wringing my hands in anticipation, it came on the screen — PREGNANT,” she wrote.
Her husband argued with the doctor that she and their son should be released because of her condition and concern of infection. The doctor said they had to be held for 14 days even if the virus test came back negative.
“My son was hysterical,” she wrote. “There was no exit for us other than to leave the hospital without authorization, through the window,” Guzel said.
Police later questioned her at home, but no charges have been reported. “Everyone in my family is alive and healthy, thank god,” she wrote.
The other woman, Alla Ilyina, said in an Instagram post she came down with a sore throat several days after returning to St. Petersburg, Russia’s second largest city, from Hainan.
Ilyina called emergency services, and medics brought her to a hospital for coronavirus testing, promising to let her go after 24 hours. The next day she was told she tested negative for the virus, but had to remain quarantined for two weeks.
“Wild,” Ilyina wrote. “All three tests showed I was completely healthy, so why the hell the quarantine?”
Her isolation room was dire, she told the Fontanka newspaper — no books, no shampoo, no Wi-Fi a wastebasket that was never emptied, the door secured by an electronic lock.
Frustrated, she figured out how to short-circuit the electronic lock and escaped from the hospital on Friday.
Neither the hospital nor police have followed up on her escape, which leads her to believe her health is OK.
“If I were sick, they would have swamped me with phone calls,” Fontanka quoted her as saying.
On Tuesday evening, Russian media reported that the hospital reported Ilyina’s escape to the police, and that a criminal investigation could be launched into the incident.
Both women offered no immediate comment to The Associated Press.
Quarantine protocols in relation to the outbreak vary throughout Russia. In some regions, health officials isolate Chinese nationals who have recently returned from China, and in others everyone who reports symptoms resembling those of the new virus are subject to a 14-day quarantine.
Rospotrebnadzor, Russia’s public health watchdog, hasn’t responded to a request for comment on whether the women were allowed to leave the hospitals.
On Wednesday, the Fontanka newspaper published a video reportedly recorded by other patients quarantined in the same hospital Ilyina fled from. The footage shows two young women in what appears to be a patient room singing “I want to be like Alla (Ilyina)” and a handwritten note saying “Let us out of here, please.”
Irina Sidorova, another woman who returned from Hainan on the same flight with Ilyina and was quarantined in the same hospital, confirmed to The Associated Press that isolation rooms there were locked, and patients weren’t able to get out on their own.
Sidorova said in a phone interview she was hospitalized only a week after she returned to St. Petersburg. She reiterated Ilyina’s complaints about uncooperative doctors and said she wasn’t allowed to leave the hospital until Feb. 15, despite showing no symptoms and testing negative for the virus.",REAL
754,Infinitus donates 6 million yuan in cash and supplies to support prevention and treatment efforts in dealing with 2019-nCoV,"In the last few days, all attention in China is focused on the prevention and treatment of the pneumonia caused by the novel coronavirus (2019-nCoV). Medical staff from both Wuhan and around the country, as well as people from all walks of life, are working together to win the battle against the epidemic.
Infinitus ( China ) Company Ltd., a purveyor of healthy products and solutions, set up a new coronavirus epidemic prevention and control group as soon as they heard the first news reports about the new disease and received guidance from the government authorities. The firm adjusted the production and operation in a timely manner, and also it implemented the measures as per the requirements and initiatives put in place by governments and responsible authorities at all levels.
After learning about the initiatives of the All-China Federation of Returned Overseas Chinese calling for donations from members of Chinese communities worldwide, Infinitus donated 5 million yuan (approx. USD720,000 ) to the Overseas Chinese Charity Foundation of China through the Si Li Ji Ren Foundation as a special fund to combat 2019-nCoV. The donation was sent directly to the affected areas in and around Wuhan.
At the same time, in response to the urgent demand for various kinds of protective supplies at Nanfang Hospital Affiliated to Southern Medical University, Infinitus immediately communicated with the hospital and donated one million yuan (approx. USD144,000 ) in supplies, including hand sanitizers and air purifiers, to help prevent and control the epidemic in Guangdong province.
Infinitus will continue to pay attention to the development of the epidemic and provide more assistance in combatting it.",REAL
240,Novel Coronavirus (2019-nCoV),"The Windsor-Essex County Health Unit (WECHU) is providing an update to local clinicians regarding the ongoing 2019-nCoV outbreak. Yesterday afternoon, declared a global public health emergency over the 2019-nCoV which does raise concerns, but nothing has changed as far as local preparedness. To date there are no cases in Windsor and Essex County . In response to the significant amount of communication and misinformation that is circulating within the community, the WECHU has developed a dedicated landing page on our website, www.wechu.org/coronavirus , which contains credible, reliable, and up-to-date local information for residents and health care providers in Windsor and Essex County (WEC). Please refer to the “For Professionals” section of this page for important information including a link to the “Novel Coronavirus (2019-nCov) Guidance for Primary Care Providers in a Community Setting” recently developed by the Ministry of Health.
The risk of exposure to WEC residents, as well as all Canadians, remains low at this time. In the absence of a in our community, it’s important to remind patients that they are more likely to contract locally circulating respiratory bacteria or viruses other than 2019-nCoV. Since the outbreak began in December, a number of patients tested (not in WEC) have come back positive for influenza and not 2019-nCoV. The precautions used to protect against 2019-nCoV are the same as those used to protect against common respiratory illnesses, such as influenza. The flu vaccine remains available in our community and remains the best protection against influenza. There is currently no vaccine to prevent 2019-nCoV.
Based on the latest research, this is what we now know about the 2019-nCoV. The virus is capable of person-to-person transmission. Most people are recovering from the infection and those died are elderly people with other comorbidities. A single case of 2019-nCoV can generate between 2.0-3.5 cases, this is slightly less than the number of cases that the influenza virus will generate. The average incubation period for 2019-nCoV seems to be approximately 5 days but it could be as long as 11 days. The case definition is still using 14 days as the incubation period.
There is much more to learn about the transmissibility, severity and other features associated with 2019-nCoV and investigations are ongoing.
At this time, the WECHU is not recommending any additional precautions other than usual practices in response to any respiratory illness, which includes: Washing hands often with soap and water or use an alcohol-based hand sanitizer. Avoiding touching eyes, nose, and mouth with unwashed hands. Avoiding close contact with people who are ill. Staying home when ill. Covering a cough or sneeze with tissue. Cleaning and disinfecting objects and surfaces that are frequently touched.
Health care providers play an important role in supporting the response to suspected cases of 2019-nCoV. It is recommended that clinicians should assess patients prior to notifying public health or referring them to an acute care center for testing. If a patient presents with respiratory symptoms, the patient should be provided a surgical mask, isolated and assessed to see if they meet the case definition for the 2019-nCoV. The case definition at this time is as follows: Anyone with respiratory symptoms and a 14 day travel history to Wuhan, China, or Hubei province in China , OR Anyone with respiratory symptoms who has been in close contact with someone who travelled to Wuhan/Hubei province.
For and other clinical resources, please visit our website www.wechu.org/coronavirus .
The new coronavirus is considered a disease of public health significance and all suspected or confirmed cases of the 2019-nCoV must be reported to the WECHU. If a client meets the above case definition, please contact the WECHU at 519-258-2146, ext. 1420 for guidance and support as testing submission. For after-hours support (outside of 8:30am -4:30pm) please contact 519-973-4510.
While the risks posed by this new coronavirus to WEC residents remain low, the WECHU worldwide and, in collaboration with all of our health care partners, is working to be fully prepared to respond as needed.",REAL
811,"Coronavirus Has Nothing To Do With Corona Beer, But Some People In Colorado Think It Does","Some people apparently think that the coronavirus sweeping the globe is somehow related to Corona beer. Google searches for the terms “Corona beer virus” and “beer virus” have spiked over the past week, according to Google Trends .
And associating the virus and the beer apparently is a big thing in Colorado . Our state ranks #5 nationally in searches for “Corona beer virus.”
Worldwide, searches for this grouping of words is up more than 2300%.
Although there is a lot to be learned about this new strain of virus, it is known that it has NOTHING TO DO with Corona beer. There is simply NO link between the two. 
A source of confusion: the names.
The pale Mexican lager gets its name for the “crown” in Spanish.
The coronavirus gets its name from what the virus looks like under a microscope — viral particles that are round with a series of crown-like spikes protruding from it.
From a business perspective, the manufacturer has not commented, and sales of Corona have not dropped.
From a health perspective, once again, there’s nothing linking the beer and the virus.
As with many things, there are a number of falsehoods floating the internet about the virus, including this one.
One out there that’s more dangerous is the idea that drinking bleach will protect you from the virus. In this case, the virus won’t kill you, but drinking bleach will.
Don’t believe everything on the Internet.
For more factual information: https://www.cdc.gov/coronavirus/index.html",REAL
600,The Corona Viruses.,"Corona virus is one of viruses that causes common cold ‘catarrh’ and other respiratory tract infections.
In November 2002 a Novel Corona virus outbreak occurred in Guangdong Province of Southern China. The SARS-CoV (Severe Acute Respiratory Syndrome Corona Virus) epidemics occurred worldwide.
8422 cases of SARS-CoV were identified by WHO in 26 countries, 90% of cases identified occurred in China and Hongkong. SARS Corona Virus now only exist in some advance Laboratories as a Bio-weapon of mass destruction or as a study samples for development of vaccines which is not yet available.
In September 2012 another Novel Corona Virus was identified as Middle East Respiratory Syndrome Corona Virus (MERS-CoV). As at November 2019 , 2494 cases from 27 countries were Notified to WHO including 858 associated deaths globally [case fatality rate: 34.4%]. It was first identified in Saudi Arabia with 2102 including 780 related deaths.
The MERS vaccine and therapeutics is on the process as phase 2b/phase 3 clinical trials was conducted as of Feb. 2019. MERS is zoonotic disease identified in dromedary camels of Arabian peninsula and it is not easily transmitted via Human to Human transmission.
In 31st December 2019, WHO were alerted to several cases of Pneumonia in Wuhan City, Hubei province of China. 7th January 2020 Chinese Authorities announced a Novel Corona Viral infections that doesn’t matched any Known Virus tag “2019-nCoV”.
The 2019-nCoV epidemics is currently ongoing. As of today [29th January 2020] there are 6065 cases were confirmed including 135 associated deaths globally affecting China and other 15 countries.
So far, no any WHO reported cases in Africa or Nigeria. Airports and Seaports Authorities need to do more in careful Health screening of people from China specifically and other countries.
No available therapy or vaccine available for these Corona viruses. However Australian Scientists have claimed to recreate same Novel Corona Virus which is a step for development of therapy and vaccines.
As we currently battle with LASSA fever in Nigeria, it will be a double jeopardy if both LASSA and 2019-nCoV strikes at the same time.
Personal hygiene, constant handwashing and use of facial masks is effective preventive measures.",REAL
828,Corona Virus Hits Germany,"A man from the district of Starnberg in Bavaria was infected, said a spokesman for the Bavarian Ministry of Health in Munich late Monday evening.
The ministry said in a press release that the patient was clinically in good condition. The man is medically monitored and is isolated, it is said. The close contacts would be informed in detail and informed about possible symptoms, hygiene measures, and transmission routes.
The communication goes on to say that the Infectiology Task Force of the State Office for Health and Food Safety (LGL) and the Robert Koch Institute consider the risk to the population below. The Ministry of Health and the LGL are holding a press conference in Munich on Tuesday.
Around 2800 infections with the new virus 2019-nCoV have now been confirmed worldwide. The number of deaths in China recently rose to 80. Germans are to be flown out
The first people are said to have become infected at a market in Wuhan, where it is believed that wild animals traded from there jumped onto people. China has taken drastic measures to combat further expansion: in Hubei province, more than 45 million people have largely been isolated from the outside world. Long-distance and local traffic has been stopped.
The Federal Government is meanwhile considering leaving Germans willing to leave China. A possible evacuation will be considered, said Foreign Minister Heiko Maas (SPD). According to SPIEGEL information, the Air Force should fly to China on Wednesday or Thursday and fly out around 90 German citizens who have registered with the Federal Foreign Office. According to SPIEGEL information, Beijing insists on discussions with the federal government that civilian aircraft and not military aircraft should take over.",REAL
503,Takaful and Health Insurance to Cover Novel Coronavirus (2019-nCoV),"The Life Insurance Association of Malaysia (LIAM) and Malaysian Takaful Association (MTA) wish to inform that all life insurance companies and takaful operators will provide hospitalisation coverage/treatment due to Novel Coronavirus (2019-nCoV) to their policyholders/certificate holders.
The World Health Organisation (WHO) has just declared the outbreak of the coronavirus as a global health emergency.
“Even though a majority of the medical policies/certificates carry an exclusion on communicable diseases requiring quarantine by law, the Malaysian life insurers and takaful operators are responding to an immediate need of the nation by waiving the exclusion on quarantine by law in light of the increasing number of people who have been affected.”
Mr Mark O’Dell, Chief Executive Officer of LIAM
Formed in 1974, the Life Insurance Association of Malaysia (LIAM) is a trade association registered under the Societies Act 1966. Their objectives are to promote a progressive life insurance industry; to enhance public understanding and appreciation for life insurance; to upgrade the image and professionalism of the life insurance industry and to support the regulatory authorities in developing a strong industry.
O’Dell added that policyholders/certificate holders are advised to check with their respective insurance companies/takaful operators for the benefits and terms and conditions of their health insurance policy/takaful certificate.
Fellow Malaysians are advised to take precautionary measures as advised by the Ministry of Health Malaysia such as practising the highest standard of hygiene by often washing hands with soap or hand sanitizers, using a face mask, avoid visiting crowded places, etc. More details on the coronavirus are available at www.moh.gov.my
Kindly contact the respective life insurance companies/takaful operators directly to find out more about your insurance/takaful coverage. LIAM member companies can also be viewed at their website, www.liam.org.my",REAL
140,Are you afraid of Corona or of China? ,"It is impossible to avoid the Coronavirus panic. In recent weeks everyone wanted to talk about the plague and its consequences. The media was all obsessed about the numerical data of the disease, with most interviewers suggesting or even saying explicitly that the Chinese must be hiding or even lying about them. On one channel, I even got a proposition to do an article about the Chinese food habits and their contribution to the spread of the virus. The feeling is that the Chinese people are entitled to very little empathy for their situation, and the criticism and alienation towards them is unprecedented in relation to outbreaks of epidemics elsewhere in the past.
Is the denunciation justified? Tens of millions of Chinese are closed up in their homes, calculating how much food and equipment they have, just to keep their families out of the disease and prevent it from spreading. The Chinese government has sacrificed the country’s economy and has taken unseen measures to prevent the spread of the virus. The Chinese government even seems to be making great efforts to refute the assumption that information coming from China cannot be relied upon: official updates of current figures are regularly published, the World Health Organization has stated that the Chinese government is committed to preventing the epidemic and to cooperating with other countries on the issue and even US Vice President Mike Pence praised China for its transparency.
Just as a reference, on April 2009 the H1N1 (swine flu) virus was first detected in the US. According to CDC estimation up to 575,000 people died during the first year the virus was circulated. The numbers reported at the time were nowhere near that. No one raised the speculation that the US government was hiding numbers, the reasons to such underestimation can be numerous: shortage of manpower, real time diagnostical difficulties, overcrowded hospitals, and so on. The question now is why a nation that is going through such difficult time, its people acting courageously to survive it, is alienated and in fact, has to deal with the ricochets from outside as much as its own private war of survival.
Cognitive psychology has an explanation
The human tendency is to paint the world in black and white. Our brains like to think in the form of “either … or” because it makes it easier to process information. A person is either good or bad, a friend or foe. The most effective way to deal with complexity and ambiguity is to associate objects, events and people with categories.
An example of this is in Dr. David Eagleman’s study, which looked at the minds of subjects while watching a video showing six hands, each with the labeling of a certain group: atheists, Christians, Jews, Hindus, Muslims and Scientologists, while the needle randomly stabs one of the hands. The results were repeated over and over. When the subject watched a person from his group stabbed, there was a sharp increase in activity in the pain areas, but when the hand was associated with a person from an outside group, complete indifference to the pain was demonstrated.
That is, it seems that a single affiliation label is enough. Our brains are wired to categorize who belongs to the group and who is not and the more distanced we are from a group, for example a person from China versus a person from the West, the stronger the bias will be. Prejudice has emerged as a function of shared life in groups. Although life in the group promotes our survival, the fear of being harmed by someone external to the group has led to the development of a mechanism that allows identifying who belongs to the group and who is not. Over time, the rapid filtering process becomes automatic and unconscious. Therefore, even people who care about social equality show hidden negative tendencies towards other groups.
When we hear about a new virus coming from China, it is much easier to speculate, and believe speculations, that correspond with our labeling. Life is easier and clearer when the world is still organized in the way we expected it to be. However, in order to make the right decision, it is important to go deeper and determine which of our basic assumptions is fact-based and knowledgeable, and which are the result of biases that are not necessarily relevant or correct. The people of China are going through a difficult time, and act with great courage to survive it together, don’t turn your backs on them now.",REAL
83,"Sony, TCL and Amazon withdraw MWC plans due to corona virus","Sony, TCL and Amazon withdraw MWC plans due to corona virus Sony, TCL and Amazon withdraw MWC plans due to corona virus :  After similar announcements from companies like LG Nvidia and Ericsson Sony, TCL and Amazon have just announced that they too are planning to withdraw from the Mobile World To attend Congress 2020. While the withdrawal of other well-known companies will affect the world's largest smartphone trade fair (especially with 5G, which should be a big topic this year), the group responsible for MWC – the GSMA – says, the show would continue although it had introduced some new rules to ensure the health and safety of potential participants. These new regulations include the ban on people from Hubei, the province in China from which the corona virus originates, and proof that travelers have been outside China at least 14 days before MWC. [19659005] The GSMA will also install body temperature scanners and provide additional on-site medical support and disinfection stations throughout the venue. Although the loss of Amazon is sure to have a noticeable impact, Sony and TCL's plans to withdraw from MWC may not be entirely fatal as both companies continue to plan to unveil new devices at the show. The most important change is that Sony and TCL canceled their press conferences in Barcelona to reduce the risk of virus transmission to employees or participants. Sony has chosen to stream the announcement on Xperia's YouTube channel instead. As someone who is currently traveling to Barcelona for MWC 2020, it will be interesting to see whether other large companies are canceling their plans or what the impact of banning a large number of Chinese companies and employees could be. And, of course, we will keep a close eye on the news about the corona virus in the next weeks in advance of MWC. At the moment it seems like there are still a lot of smartphones to google, but with a little less fanfare, which is fine with me.",REAL
